"34","1","Chris Green","Team USA White","Wurmwood 1","Circle Orboros","Martin Andre Rohme","0","0","0","Caster Kill","Incursion"
"34","1","Martin Andre Rohme","Team Norway Blue","Absylonia 2","Legion of Everblight","Chris Green","1","0","71","Caster Kill","Incursion"
"35","1","Mats Aubell","Team Norway Blue","Madrak 2","Trollblood","Trevor Attridge","0","1","24","Scenario","Incursion"
"35","1","Trevor Attridge","Team USA White","Haley 2","Cygnar","Mats Aubell","1","5","75","Scenario","Incursion"
"36","1","Klaas Luyckx","Team Belgium Prinzesschen","Ragnor 1","Trollblood","Lei","0","1","40","Scenario","Incursion"
"36","1","Lei","Team China Baizen","Absylonia 2","Legion of Everblight","Klaas Luyckx","1","5","105","Scenario","Incursion"
"37","1","Wout Maerschalck","Team Belgium Prinzesschen","Sloan 1","Cygnar","Yang Song","1","1","46","Caster Kill","Incursion"
"37","1","Yang Song","Team China Baizen","Ossyan 1","Retribution of Scyrah","Wout Maerschalck","0","0","16","Caster Kill","Incursion"
"38","1","Dirk Pintjens","Team Belgium Prinzesschen","High Reclaimer 1","Protectorate of Menoth","Youwei Wu","1","5","57","Scenario","Incursion"
"38","1","Youwei Wu","Team China Baizen","Lucant 1","Convergence of Cyriss","Dirk Pintjens","0","0","16","Scenario","Incursion"
"39","1","Laurens Tanguy","Team Belgium Prinzesschen","Kaelyssa 1 ","Retribution of Scyrah","Wei Jin","1","5","27","Scenario","Incursion"
"39","1","Wei Jin","Team China Baizen","Karchev 1","Khador","Laurens Tanguy","0","1","44","Scenario","Incursion"
"40","1","Gua","Team China Baizen","Madrak 2","Trollblood","Tommy Geuns","0","2","38","Caster Kill","Incursion"
"40","1","Tommy Geuns","Team Belgium Prinzesschen","Maddox 1","Cygnar","Gua","1","3","68","Caster Kill","Incursion"
"41","1","Andrea Cesana","Team Italy Leonardo","Irusk 2","Khador","Moritz Riegler","0","0","55","Scenario","Incursion"
"41","1","Moritz Riegler","Team Germany Black","Ossyan 1","Retribution of Scyrah","Andrea Cesana","1","5","93","Scenario","Incursion"
"42","1","Ben Fuzi","Team Germany Black","Haley 2","Cygnar","Francesco Recchiuti","1","5","68","Caster Kill","Incursion"
"42","1","Francesco Recchiuti","Team Italy Leonardo","Terminus 1","Cryx","Ben Fuzi","0","0","0","Caster Kill","Incursion"
"43","1","Diego Moruzzo","Team Italy Leonardo","High Reclaimer 1 ","Protectorate of Menoth","Sascha Maisel","0","0","30","Deathclock","Incursion"
"43","1","Sascha Maisel","Team Germany Black","High Reclaimer 2","Protectorate of Menoth","Diego Moruzzo","1","0","68","Deathclock","Incursion"
"44","1","Dominik de Cassan","Team Germany Black","Directrix 1","Convergence of Cyriss","Vincenzo Rotondo","1","5","96","Scenario","Incursion"
"44","1","Vincenzo Rotondo","Team Italy Leonardo","Haley 2","Cygnar","Dominik de Cassan","0","4","44","Scenario","Incursion"
"45","1","Davide Insinna","Team Italy Leonardo","Doomshaper 3","Trollblood","Robin Maukisch","0","1","25","Scenario","Incursion"
"45","1","Robin Maukisch","Team Germany Black","Wurmwood 1","Circle Orboros","Davide Insinna","1","5","86","Scenario","Incursion"
"46","1","Christian Metz","Team Germany Gold","Harkevich 1","Khador","Rob Read","1","4","48","Caster Kill","Incursion"
"46","1","Rob Read","Team Ireland Craic","Kreoss 1","Protectorate of Menoth","Christian Metz","0","0","0","Caster Kill","Incursion"
"47","1","Patrick Long","Team Ireland Craic","Madrak 2 ","Trollblood","Philipp Schaper","0","2","28","Deathclock","Incursion"
"47","1","Philipp Schaper","Team Germany Gold","Vyros 2","Retribution of Scyrah","Patrick Long","1","3","37","Deathclock","Incursion"
"48","1","Bernhard Fischer","Team Germany Gold","Wurmwood 1","Circle Orboros","Daniel Porter","1","5","95","Scenario","Incursion"
"48","1","Daniel Porter","Team Ireland Craic","Haley 2","Cygnar","Bernhard Fischer","0","3","36","Scenario","Incursion"
"49","1","Christopher Muller","Team Germany Gold","High Reclaimer 1","Protectorate of Menoth","Ciaran Bolger","1","1","80","Deathclock","Incursion"
"49","1","Ciaran Bolger","Team Ireland Craic","Xerxis 1","Skorne","Christopher Muller","0","0","61","Deathclock","Incursion"
"50","1","Michael Porter","Team Ireland Craic","Vayl 2 ","Legion of Everblight","Moritz Gatt","1","5","63","Scenario","Incursion"
"50","1","Moritz Gatt","Team Germany Gold","Amon 1","Protectorate of Menoth","Michael Porter","0","0","29","Scenario","Incursion"
"51","1","Andy Beattie","Team Northern Ireland","Wurmwood 1","Circle Orboros","Karol Sosnowski","0","2","63","Deathclock","Incursion"
"51","1","Karol Sosnowski","Team Poland Storks","Baldur 2","Circle Orboros","Andy Beattie","1","0","18","Deathclock","Incursion"
"52","1","Adam Fox","Team Northern Ireland","Xerxis 1","Skorne","Adam Szymanski","0","0","0","Caster Kill","Incursion"
"52","1","Adam Szymanski","Team Poland Storks","Stryker 2","Cygnar","Adam Fox","1","0","62","Caster Kill","Incursion"
"53","1","Jonathon Graham","Team Northern Ireland","High Reclaimer 1","Protectorate of Menoth","Piotr Gotowiec","1","0","72","Caster Kill","Incursion"
"53","1","Piotr Gotowiec","Team Poland Storks","Irusk 2","Khador","Jonathon Graham","0","0","36","Caster Kill","Incursion"
"54","1","Gerard O'Brien","Team Northern Ireland","Goreshade 1","Cryx","Mateusz Dziewanowski","0","2","42","Scenario","Incursion"
"54","1","Mateusz Dziewanowski","Team Poland Storks","Helynna 1 ","Retribution of Scyrah","Gerard O'Brien","1","5","52","Scenario","Incursion"
"55","1","Andrzej Reszelski","Team Poland Storks","Severius 2","Protectorate of Menoth","Ian Alderdice","1","5","55","Scenario","Incursion"
"55","1","Ian Alderdice","Team Northern Ireland","Rask 1","Minions","Andrzej Reszelski","0","1","37","Scenario","Incursion"
"56","1","Joao Morais","Team Portugal Prime","Rasheth 1","Skorne","Rafal Anusiak","0","0","5","Caster Kill","Incursion"
"56","1","Rafal Anusiak","Team Poland Marmots","Ossrum 1","Mercenaries","Joao Morais","1","0","69","Caster Kill","Incursion"
"57","1","Adam Szugajew","Team Poland Marmots","Vladimir 1","Khador","Nuno Sequeira","0","0","32","Caster Kill","Incursion"
"57","1","Nuno Sequeira","Team Portugal Prime","Scaverous 1","Cryx","Adam Szugajew","1","0","62","Caster Kill","Incursion"
"58","1","Mateusz Szulc","Team Poland Marmots","Gorten 1","Mercenaries","Vasco Oliveira","1","5","25","Scenario","Incursion"
"58","1","Vasco Oliveira","Team Portugal Prime","Vayl 2","Legion of Everblight","Mateusz Szulc","0","3","49","Scenario","Incursion"
"59","1","Jaromir Skirmuntt","Team Poland Marmots","Ossyan 1 ","Retribution of Scyrah","Paulo Morais","1","5","98","Scenario","Incursion"
"59","1","Paulo Morais","Team Portugal Prime","Haley 1","Cygnar","Jaromir Skirmuntt","0","0","33","Scenario","Incursion"
"60","1","Alexis Vallalta","Team Portugal Prime","Iron Mother 1","Convergence of Cyriss","Wiktor Harezlak","0","0","42","Scenario","Incursion"
"60","1","Wiktor Harezlak","Team Poland Marmots","Skarre 1","Cryx","Alexis Vallalta","1","5","3","Scenario","Incursion"
"61","1","Jim Gradwell","Team England Roses","Tanith 1","Circle Orboros","Stepan Slavik","1","5","58","Scenario","Incursion"
"61","1","Stepan Slavik","Team Czech Republic White","Absylonia 2 ","Legion of Everblight","Jim Gradwell","0","0","21","Scenario","Incursion"
"62","1","Jun Chan","Team England Roses","Issyria 1","Retribution of Scyrah","Tomas Sedlon","1","5","70","Scenario","Incursion"
"62","1","Tomas Sedlon","Team Czech Republic White","Butcher 3","Khador","Jun Chan","0","4","27","Scenario","Incursion"
"63","1","Ryan Evans","Team England Roses","Deneghra 1","Cryx","Vojtech Medonos","1","5","75","Scenario","Incursion"
"63","1","Vojtech Medonos","Team Czech Republic White","Doomshaper 2","Trollblood","Ryan Evans","0","5","72","Scenario","Incursion"
"64","1","Jiri Kares","Team Czech Republic White","Wurmwood 1","Circle Orboros","Phil Shaw","1","5","45","Scenario","Incursion"
"64","1","Phil Shaw","Team England Roses","Vladimir 1","Khador","Jiri Kares","0","0","57","Scenario","Incursion"
"65","1","Josef Skladanka","Team Czech Republic White","Haley 1","Cygnar","Toby Nathan","0","0","5","Scenario","Incursion"
"65","1","Toby Nathan","Team England Roses","Ragnor 1","Trollblood","Josef Skladanka","1","5","98","Scenario","Incursion"
"66","1","Chris Orr","Team Canada Goose","Kallus 1","Legion of Everblight","Florian Hartmann","1","5","85","Scenario","Incursion"
"66","1","Florian Hartmann","Team Austria Schnitzel","Vyros 2","Retribution of Scyrah","Chris Orr","0","1","74","Scenario","Incursion"
"67","1","Bubba Dalton","Team Canada Goose","Karchev 1","Khador","Erich Hochauer","1","5","36","Scenario","Incursion"
"67","1","Erich Hochauer","Team Austria Schnitzel","Directrix 1","Convergence of Cyriss","Bubba Dalton","0","0","26","Scenario","Incursion"
"68","1","Martin Hornacek","Team Austria Schnitzel","Hexeris 2","Skorne","Tim Fung","1","0","68","Caster Kill","Incursion"
"68","1","Tim Fung","Team Canada Goose","Wurmwood 1","Circle Orboros","Martin Hornacek","0","2","3","Caster Kill","Incursion"
"69","1","Chandler Davidson","Team Canada Goose","Severius 2","Protectorate of Menoth","Stefan Riegler","1","2","96","Caster Kill","Incursion"
"69","1","Stefan Riegler","Team Austria Schnitzel","Butcher 3","Khador","Chandler Davidson","0","0","23","Caster Kill","Incursion"
"70","1","David Beauchamp","Team Canada Goose","Ossyan 1","Retribution of Scyrah","Wolfgang Weber","0","0","47","Caster Kill","Incursion"
"70","1","Wolfgang Weber","Team Austria Schnitzel","Witch coven 1","Cryx","David Beauchamp","1","2","39","Caster Kill","Incursion"
"71","1","Alexander Loginov","Team Russia Desmans","Nemo 1","Cygnar","Anjo Brand","0","0","13","Scenario","Incursion"
"71","1","Anjo Brand","Team Netherlands Rembrandt","Issyria 1","Retribution of Scyrah","Alexander Loginov","1","5","58","Scenario","Incursion"
"72","1","Kirill Ustilovskiy ","Team Russia Desmans","Butcher 1","Khador","Tom Starren","0","0","42","Deathclock","Incursion"
"72","1","Tom Starren","Team Netherlands Rembrandt","Karchev 1","Khador","Kirill Ustilovskiy ","1","0","86","Deathclock","Incursion"
"73","1","Dave den Ouden","Team Netherlands Rembrandt","Calandra 1","Trollblood","Dmitrii Tochenov","0","2","11","Caster Kill","Incursion"
"73","1","Dmitrii Tochenov","Team Russia Desmans","Rahn 1","Retribution of Scyrah","Dave den Ouden","1","0","57","Caster Kill","Incursion"
"74","1","Konstantin Kruchinin","Team Russia Desmans","Haley 2","Cygnar","William Bekkema","0","3","27","Scenario","Incursion"
"74","1","William Bekkema","Team Netherlands Rembrandt","Lucant 1","Convergence of Cyriss","Konstantin Kruchinin","1","5","39","Scenario","Incursion"
"75","1","Aleksei Guk","Team Russia Desmans","Ossyan 1","Retribution of Scyrah","Vincent van der Bijl","0","1","39","Caster Kill","Incursion"
"75","1","Vincent van der Bijl","Team Netherlands Rembrandt","Terminus 1","Cryx","Aleksei Guk","1","1","69","Caster Kill","Incursion"
"76","1","Mike Puryear","Team USA Red","Harbinger 1 ","Protectorate of Menoth","Simon","1","5","36","Scenario","Incursion"
"76","1","Simon","Team Denmark Jotunheim","Severius 2","Protectorate of Menoth","Mike Puryear","0","0","35","Scenario","Incursion"
"77","1","Bret Fogel","Team USA Red","Wurmwood 1","Trollblood","Soren","0","0","72","Scenario","Incursion"
"77","1","Soren","Team Denmark Jotunheim","Stryker 2","Cygnar","Bret Fogel","1","5","75","Scenario","Incursion"
"78","1","Billy Robin","Team USA Red","Caine 2","Cygnar","jan","0","3","49","Scenario","Incursion"
"78","1","jan","Team Denmark Jotunheim","Scaverous 1","Cryx","Billy Robin","1","5","40","Scenario","Incursion"
"79","1","Benjamin","Team Denmark Jotunheim","Ossyan 1","Retribution of Scyrah","Jason Flanzer","0","0","9","Scenario","Incursion"
"79","1","Jason Flanzer","Team USA Red","Gunnbjorn 1","Trollblood","Benjamin","1","5","78","Scenario","Incursion"
"80","1","David Smith","Team USA Red","Damiano 1","Mercenaries","Mikkel","0","1","34","Caster Kill","Incursion"
"80","1","Mikkel","Team Denmark Jotunheim","Karchev 1","Khador","David Smith","1","0","80","Caster Kill","Incursion"
"81","1","Denis Korzun","Team Sweden Dynamite","Borka 1","Trollblood","Joao Isidro","0","3","46","Scenario","Incursion"
"81","1","Joao Isidro","Team Portugal Primal","Wurmwood 1","Circle Orboros","Denis Korzun","1","5","32","Scenario","Incursion"
"82","1","Alberto Santos","Team Portugal Primal","Vladimir 1","Khador","Jocke Rapp","0","0","58","Scenario","Incursion"
"82","1","Jocke Rapp","Team Sweden Dynamite","Karchev 1","Khador","Alberto Santos","1","5","103","Scenario","Incursion"
"83","1","Luis Leite","Team Portugal Primal","Severius 2","Protectorate of Menoth","Stefan Benediktsson","0","0","16","Caster Kill","Incursion"
"83","1","Stefan Benediktsson","Team Sweden Dynamite","Witch coven 1 ","Cryx","Luis Leite","1","0","88","Caster Kill","Incursion"
"84","1","Bruno Settimelli","Team Portugal Primal","Madrak 2","Trollblood","Rickard Nilsson","0","0","0","Caster Kill","Incursion"
"84","1","Rickard Nilsson","Team Sweden Dynamite","Rask 1","Minions","Bruno Settimelli","1","0","43","Caster Kill","Incursion"
"85","1","Andre Valentim","Team Portugal Primal","Vyros 2","Retribution of Scyrah","Gustav Berggren","0","1","24","Scenario","Incursion"
"85","1","Gustav Berggren","Team Sweden Dynamite","Arkadius 1","Minions","Andre Valentim","1","5","40","Scenario","Incursion"
"86","1","Artur Rietz","Team Poland Wisents","Krueger 1","Circle Orboros","Marc Trautmann","1","5","89","Caster Kill","Incursion"
"86","1","Marc Trautmann","Team Switzerland Chocolate","Kaelyssa 1","Retribution of Scyrah","Artur Rietz","0","3","26","Caster Kill","Incursion"
"87","1","Marcin Mycek","Team Poland Wisents","Ossrum 1","Mercenaries","Robi Deola","1","5","55","Scenario","Incursion"
"87","1","Robi Deola","Team Switzerland Chocolate","Haley 1","Cygnar","Marcin Mycek","0","0","8","Scenario","Incursion"
"88","1","Giaccomo Mader","Team Switzerland Chocolate","Thyra 1","Protectorate of Menoth","Jakub Irzyk","0","0","23","Caster Kill","Incursion"
"88","1","Jakub Irzyk","Team Poland Wisents","Sloan 1","Cygnar","Giaccomo Mader","1","5","96","Caster Kill","Incursion"
"89","1","Konrad Sosnowski","Team Poland Wisents","Witch coven 1","Cryx","Marco Bernasconi","1","5","5","Scenario","Incursion"
"89","1","Marco Bernasconi","Team Switzerland Chocolate","Mortenebra 1","Cryx","Konrad Sosnowski","0","0","6","Scenario","Incursion"
"90","1","michael ilegems","Team Switzerland Chocolate","Severius 2","Protectorate of Menoth","Tomasz Tutaj","0","1","47","Caster Kill","Incursion"
"90","1","Tomasz Tutaj","Team Poland Wisents","High Reclaimer 1","Protectorate of Menoth","michael ilegems","1","5","98","Caster Kill","Incursion"
"96","1","Liam Gallagher","Team Australia Wallaby","Carver 1","Minions","Tomáš Pešták","1","2","82","Caster Kill","Incursion"
"96","1","Tomáš Pešták","Team Czech Republic Red"," Skarre 2","Cryx","Liam Gallagher","0","0","15","Caster Kill","Incursion"
"97","1","Lukáš Maršík","Team Czech Republic Red","Madrak 2","Trollblood","Rohan Mowle","1","2","54","Caster Kill","Incursion"
"97","1","Rohan Mowle","Team Australia Wallaby","High Reclaimer 1","Protectorate of Menoth","Lukáš Maršík","0","0","29","Caster Kill","Incursion"
"98","1","Daniel Bogdanoski","Team Czech Republic Red","Vladimir 2","Khador","Henry Wagner","1","0","86","Caster Kill","Incursion"
"98","1","Henry Wagner","Team Australia Wallaby","Lylyth 3","Legion of Everblight","Daniel Bogdanoski","0","0","0","Caster Kill","Incursion"
"99","1","Dimitri Sarbanis","Team Australia Wallaby","Severius 2","Protectorate of Menoth","Michal Dzurenda","1","5","47","Scenario","Incursion"
"99","1","Michal Dzurenda","Team Czech Republic Red","Kaelyssa 1","Retribution of Scyrah","Dimitri Sarbanis","0","0","19","Scenario","Incursion"
"100","1","Adam Tuma","Team Czech Republic Red","Severius 2","Protectorate of Menoth","Russell Harman","1","0","45","Caster Kill","Incursion"
"100","1","Russell Harman","Team Australia Wallaby","Deneghra 1","Cryx","Adam Tuma","0","5","20","Caster Kill","Incursion"
"101","1","Baptiste Schmittlin","Team France Obelix","Severius 2","Protectorate of Menoth","Tero Sarkijarvi","0","4","43","Scenario","Incursion"
"101","1","Tero Sarkijarvi","Team Finland Väinämöinen","Goreshade 1","Cryx","Baptiste Schmittlin","1","5","40","Scenario","Incursion"
"102","1","Alexandre Maiffret","Team France Obelix","Grayle 1","Circle Orboros","Tatu Purhonen","1","1","75","Caster Kill","Incursion"
"102","1","Tatu Purhonen","Team Finland Väinämöinen","Wurmwood 1","Circle Orboros","Alexandre Maiffret","0","3","26","Caster Kill","Incursion"
"103","1","Kevin Maeder","Team France Obelix","Rhyas 1","Legion of Everblight","Mikko Heinola","0","0","0","Caster Kill","Incursion"
"103","1","Mikko Heinola","Team Finland Väinämöinen","Severius 2","Protectorate of Menoth","Kevin Maeder","1","0","100","Caster Kill","Incursion"
"104","1","Adrien Cahier","Team France Obelix","Harkevich 1 ","Khador","Jaakko Uusitupa","0","0","4","Scenario","Incursion"
"104","1","Jaakko Uusitupa","Team Finland Väinämöinen","Haley 2","Cygnar","Adrien Cahier","1","5","39","Scenario","Incursion"
"105","1","Kevin Aourragh","Team France Obelix","Scaverous 1","Cryx","Pauli Lehtoranta","1","0","44","Caster Kill","Incursion"
"105","1","Pauli Lehtoranta","Team Finland Väinämöinen","Rask 1","Minions","Kevin Aourragh","0","0","16","Caster Kill","Incursion"
"111","1","Alessandro Montagnani","Team Italy Michaelangelo","Madrak 2","Trollblood","Dominik Beyeler","1","0","76","Deathclock","Incursion"
"111","1","Dominik Beyeler","Team Switzerland Cheese","Wurmwood 1","Circle Orboros","Alessandro Montagnani","0","4","28","Deathclock","Incursion"
"112","1","Edoardo Rinaldi","Team Italy Michaelangelo","Haley 2","Cygnar","Pascal Chruttli","0","4","50","Caster Kill","Incursion"
"112","1","Pascal Chruttli","Team Switzerland Cheese","Sturm & Drang 1","Minions","Edoardo Rinaldi","1","0","49","Caster Kill","Incursion"
"113","1"," Moritz Schwank","Team Switzerland Cheese","Butcher 1","Khador","Daniele Diaspro","0","0","0","Caster Kill","Incursion"
"113","1","Daniele Diaspro","Team Italy Michaelangelo","Vyros 2","Retribution of Scyrah"," Moritz Schwank","1","0","46","Caster Kill","Incursion"
"114","1","Emiliano Traversi","Team Italy Michaelangelo","Lylyth 3 ","Legion of Everblight","Lorenz Gredig","1","5","99","Scenario","Incursion"
"114","1","Lorenz Gredig","Team Switzerland Cheese","Asphyxious 3","Cryx","Emiliano Traversi","0","2","29","Scenario","Incursion"
"115","1","Henrik Ekholm","Team Switzerland Cheese","Morghoul 1","Skorne","Marco Elitropi","0","0","53","Caster Kill","Incursion"
"115","1","Marco Elitropi","Team Italy Michaelangelo"," High Reclaimer 1","Protectorate of Menoth","Henrik Ekholm","1","5","98","Caster Kill","Incursion"
"116","1","Niklas Bergmark","Team Sweden Bofors","Madrak 2","Trollblood","Sam Derbyshire","1","5","75","Scenario","Incursion"
