[65,1,Josef Skladanka,Team Czech Republic White,Haley 1,Cygnar,Toby Nathan,0,0,5,Scenario,Incursion, 65,1,Toby Nathan,Team England Roses,Ragnor 1,Trollblood,Josef Skladanka,1,5,98,Scenario,Incursion]
[71,1,Alexander Loginov,Team Russia Desmans,Nemo 1,Cygnar,Anjo Brand,0,0,13,Scenario,Incursion, 71,1,Anjo Brand,Team Netherlands Rembrandt,Issyria 1,Retribution of Scyrah,Alexander Loginov,1,5,58,Scenario,Incursion]
[74,1,Konstantin Kruchinin,Team Russia Desmans,Haley 2,Cygnar,William Bekkema,0,3,27,Scenario,Incursion, 74,1,William Bekkema,Team Netherlands Rembrandt,Lucant 1,Convergence of Cyriss,Konstantin Kruchinin,1,5,39,Scenario,Incursion]
[77,1,Bret Fogel,Team USA Red,Wurmwood 1,Trollblood,Soren,0,0,72,Scenario,Incursion, 77,1,Soren,Team Denmark Jotunheim,Stryker 2,Cygnar,Bret Fogel,1,5,75,Scenario,Incursion]
[78,1,Billy Robin,Team USA Red,Caine 2,Cygnar,jan,0,3,49,Scenario,Incursion, 78,1,jan,Team Denmark Jotunheim,Scaverous 1,Cryx,Billy Robin,1,5,40,Scenario,Incursion]
[87,1,Marcin Mycek,Team Poland Wisents,Ossrum 1,Mercenaries,Robi Deola,1,5,55,Scenario,Incursion, 87,1,Robi Deola,Team Switzerland Chocolate,Haley 1,Cygnar,Marcin Mycek,0,0,8,Scenario,Incursion]
[88,1,Giaccomo Mader,Team Switzerland Chocolate,Thyra 1,Protectorate of Menoth,Jakub Irzyk,0,0,23,Caster Kill,Incursion, 88,1,Jakub Irzyk,Team Poland Wisents,Sloan 1,Cygnar,Giaccomo Mader,1,5,96,Caster Kill,Incursion]
[104,1,Adrien Cahier,Team France Obelix,Harkevich 1 ,Khador,Jaakko Uusitupa,0,0,4,Scenario,Incursion, 104,1,Jaakko Uusitupa,Team Finland V?in?m?inen,Haley 2,Cygnar,Adrien Cahier,1,5,39,Scenario,Incursion]
[112,1,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,Cygnar,Pascal Chruttli,0,4,50,Caster Kill,Incursion, 112,1,Pascal Chruttli,Team Switzerland Cheese,Sturm & Drang 1,Minions,Edoardo Rinaldi,1,0,49,Caster Kill,Incursion]
[118,1,Fredrik Rab?n,Team Sweden Bofors,Haley 3,Cygnar,Terry Slade,1,5,90,Scenario,Incursion, 118,1,Terry Slade,Team Wales Dant,Vayl 2,Legion of Everblight,Fredrik Rab?n,0,2,19,Scenario,Incursion]
[123,1,Dustin Mcwhirter,Team Canada Moose,Stryker 2,Cygnar,Frederik Punt,1,5,35,Scenario,Incursion, 123,1,Frederik Punt,Team Netherlands Van Gogh,Rask 1,Minions,Dustin Mcwhirter,0,0,53,Scenario,Incursion]
[129,1,Antoine Granet Tza,Team France Asterix,Wurmwood 1,Circle Orboros,Jarle Svendsrud,1,1,23,Caster Kill,Incursion, 129,1,Jarle Svendsrud,Team Norway Red,Haley 3,Cygnar,Antoine Granet Tza,0,1,5,Caster Kill,Incursion]
[132,1,Dorian Gordon,Team Spain Red,Haley 1,Cygnar,Martin Huf,0,0,0,Scenario,Incursion, 132,1,Martin Huf,Team Germany Red,Vayl 2 ,Legion of Everblight,Dorian Gordon,1,5,103,Scenario,Incursion]
[140,1,Andrei Isaev,Team Latvia,Sloan 1,Cygnar,Niels De Vlieger,0,3,61,Deathclock,Incursion, 140,1,Niels De Vlieger,Team Belgium Victorious Secret,Kallus 1,Legion of Everblight,Andrei Isaev,1,3,77,Deathclock,Incursion]
[141,1,Alun Evans,Team Wales Crafanc,Kreoss 1,Protectorate of Menoth,Olov Winroth,0,1,19,Deathclock,Incursion, 141,1,Olov Winroth,Team Sweden Nobel,Haley 2,Cygnar,Alun Evans,1,3,74,Deathclock,Incursion]
[147,1,Pat Dunford,Team Ireland Ceol,Haley 2,Cygnar,Teemu Aro,1,5,103,Scenario,Incursion, 147,1,Teemu Aro,Team Finland Ilmarinen,Harkevich 1 ,Khador,Pat Dunford,0,1,3,Scenario,Incursion]
[149,1,Mark Hayes,Team Ireland Ceol,Ossyan 1,Retribution of Scyrah,Teppo Aro,1,2,96,Caster Kill,Incursion, 149,1,Teppo Aro,Team Finland Ilmarinen, Darius 1,Cygnar,Mark Hayes,0,0,20,Caster Kill,Incursion]
[168,1,Josh Bates,Team Australia Koala,Caine 2,Cygnar,Michael Boom,1,5,34,Scenario,Incursion, 168,1,Michael Boom,Team Netherlands Vermeer, Severius 2,Protectorate of Menoth,Josh Bates,0,0,20,Scenario,Incursion]
[171,1,Dom Leedham,Team England Lions,Caine 2,Cygnar,Marc Heredia,1,5,39,Scenario,Incursion, 171,1,Marc Heredia,Team Spain Rogue,Severius 2,Protectorate of Menoth,Dom Leedham,0,3,71,Scenario,Incursion]
[172,1,Brett Wilkie,Team England Lions,Baldur 2 ,Circle Orboros,Josep Ra?l L?pez,1,5,64,Scenario,Incursion, 172,1,Josep Ra?l L?pez,Team Spain Rogue,Caine 2,Cygnar,Brett Wilkie,0,1,32,Scenario,Incursion]
[175,1,Jorge Cerd?,Team Spain Rogue,Madrak 2,Trollblood,Nathan Hoole,0,1,18,Scenario,Incursion, 175,1,Nathan Hoole,Team England Lions,Stryker 2,Cygnar,Jorge Cerd?,1,5,65,Scenario,Incursion]
[184,2,He Jiang,Team China Egg Roll,Madrak 2,Trollblood,Trevor Attridge,1,0,38,Deathclock,Recon, 184,2,Trevor Attridge,Team USA White,Haley 2,Cygnar,He Jiang,0,0,51,Deathclock,Recon]
[186,2,Fraser Phillips,Team Middle East,Caine 2,Cygnar,Sebastian Kaas Petersen,1,5,103,Scenario,Recon, 186,2,Sebastian Kaas Petersen,Team Denmark Asgaard,Vayl 2,Legion of Everblight,Fraser Phillips,0,3,48,Scenario,Recon]
[193,2,Julien Lesage,Team USA Blue,Doomshaper 3,Trollblood,Teppo Aro,1,0,88,Deathclock,Recon, 193,2,Teppo Aro,Team Finland Ilmarinen,Nemo 3,Cygnar,Julien Lesage,0,0,46,Deathclock,Recon]
[198,2,Konstantinos Oikonomopoulos,Team Greece Epic,Harkevich 1 ,Khador,Tomaz Kovacic,1,0,47,Caster Kill,Recon, 198,2,Tomaz Kovacic,Team Slovenia, Caine 2,Cygnar,Konstantinos Oikonomopoulos,0,0,0,Caster Kill,Recon]
[202,2,Billy Robin,Team USA Red,Caine 2,Cygnar,Lukasz Kruszenski,1,0,90,Caster Kill,Recon, 202,2,Lukasz Kruszenski,Team Canada Moose,Vayl 2,Legion of Everblight,Billy Robin,0,0,0,Caster Kill,Recon]
[205,2,David Smith,Team USA Red,Ossrum 1,Mercenaries,Dustin Mcwhirter,0,0,64,Scenario,Recon, 205,2,Dustin Mcwhirter,Team Canada Moose,Stryker 2,Cygnar,David Smith,1,5,37,Scenario,Recon]
[206,2,Fredrik Rab?n,Team Sweden Bofors,Haley 2,Cygnar,Simon,1,3,93,Caster Kill,Recon, 206,2,Simon,Team Denmark Jotunheim,Severius 2,Protectorate of Menoth,Fredrik Rab?n,0,0,20,Caster Kill,Recon]
[208,2,Niklas Bergmark,Team Sweden Bofors,Madrak 2,Trollblood,Soren,1,0,81,Caster Kill,Recon, 208,2,Soren,Team Denmark Jotunheim,Stryker 2,Cygnar,Niklas Bergmark,0,0,19,Caster Kill,Recon]
[215,2,Jaakko Uusitupa,Team Finland V?in?m?inen,Haley 1,Cygnar,Josh Bates,0,3,26,Scenario,Recon, 215,2,Josh Bates,Team Australia Koala,Skarre 1,Cryx,Jaakko Uusitupa,1,5,85,Scenario,Recon]
[216,2,Josep Ra?l L?pez,Team Spain Rogue,Haley 2,Cygnar,Terje Boye,1,5,76,Scenario,Recon, 216,2,Terje Boye,Team Norway Red,Butcher 3,Khador,Josep Ra?l L?pez,0,1,43,Scenario,Recon]
[217,2,Adrian Ramos,Team Spain Rogue,Gunnbjorn 1,Trollblood,Jarle Svendsrud,1,0,74,Caster Kill,Recon, 217,2,Jarle Svendsrud,Team Norway Red,Haley 2,Cygnar,Adrian Ramos,0,3,26,Caster Kill,Recon]
[224,2,Alasdair Johnstone,Team Scotland Irn,Haley 2,Cygnar,Rudolf Edlmayer,1,5,23,Scenario,Recon, 224,2,Rudolf Edlmayer,Team Hungary,Nemo 1,Cygnar,Alasdair Johnstone,0,0,18,Scenario,Recon]
[233,2,Sam Derbyshire,Team Wales Dant,Barnabas 1,Minions,Vincenzo Rotondo,1,0,97,Caster Kill,Recon, 233,2,Vincenzo Rotondo,Team Italy Leonardo,Haley 2,Cygnar,Sam Derbyshire,0,3,28,Caster Kill,Recon]
[245,2,Josef Skladanka,Team Czech Republic White,Haley 1,Cygnar,Youwei Wu,0,2,0,Scenario,Recon, 245,2,Youwei Wu,Team China Baizen,Lucant 1,Convergence of Cyriss,Josef Skladanka,1,5,98,Scenario,Recon]
[250,2,Dmitry Khalansky,Team Russia Bears,Haley 2,Cygnar,Philipp Schaper,1,5,18,Deathclock,Recon, 250,2,Philipp Schaper,Team Germany Gold,Ravyn 1,Retribution of Scyrah,Dmitry Khalansky,0,0,12,Deathclock,Recon]
[251,2,Alexander Loginov,Team Russia Desmans,Nemo 1,Cygnar,Dimitri Sarbanis,0,0,13,Caster Kill,Recon, 251,2,Dimitri Sarbanis,Team Australia Wallaby,Severius 2,Protectorate of Menoth,Alexander Loginov,1,0,50,Caster Kill,Recon]
[255,2,Konstantin Kruchinin,Team Russia Desmans,Sloan 1,Cygnar,Liam Gallagher,1,1,100,Caster Kill,Recon, 255,2,Liam Gallagher,Team Australia Wallaby,Carver 1,Minions,Konstantin Kruchinin,0,0,5,Caster Kill,Recon]
[259,2,Ben Fuzi,Team Germany Black,Sloan 1 ,Cygnar,Wout Maerschalck,1,5,40,Scenario,Recon, 259,2,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,Cygnar,Ben Fuzi,0,2,54,Scenario,Recon]
[260,2,Sascha Maisel,Team Germany Black,High Reclaimer 1,Protectorate of Menoth,Tommy Geuns,1,5,115,Scenario,Recon, 260,2,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,Cygnar,Sascha Maisel,0,0,56,Scenario,Recon]
[261,2,Giaccomo Mader,Team Switzerland Chocolate,Haley 1,Cygnar,Jamie Cooke-Rogers,1,0,94,Caster Kill,Recon, 261,2,Jamie Cooke-Rogers,Team England Knights,Lylyth 3,Legion of Everblight,Giaccomo Mader,0,0,0,Caster Kill,Recon]
[268,2,Leif Henning Bohli,Team Norway Blue,Butcher 3,Khador,Paulo Morais,1,3,62,Caster Kill,Recon, 268,2,Paulo Morais,Team Portugal Prime,Haley 2,Cygnar,Leif Henning Bohli,0,0,50,Caster Kill,Recon]
[277,2,Bruno Settimelli,Team Portugal Primal,Ragnor 1,Trollblood,Daniel Porter,0,0,28,Scenario,Recon, 277,2,Daniel Porter,Team Ireland Craic,Haley 2,Cygnar,Bruno Settimelli,1,5,105,Scenario,Recon]
[283,2,Alexander Grob,Team Austria Apfelstrudel,Caine 2,Cygnar,Nicholas Joyce,1,0,77,Caster Kill,Recon, 283,2,Nicholas Joyce,Team Scotland Bru,Gorten 1,Mercenaries,Alexander Grob,0,0,0,Caster Kill,Recon]
[290,2,Enrique Sanchez,Team UAE,Haley 2,Cygnar,Erich Hochauer,0,0,60,Caster Kill,Recon, 290,2,Erich Hochauer,Team Austria Schnitzel,Directrix 1,Convergence of Cyriss,Enrique Sanchez,1,0,110,Caster Kill,Recon]
[301,2,Edoardo Rinaldi,Team Italy Michaelangelo,Caine 2,Cygnar,Pat Dunford,1,0,75,Caster Kill,Recon, 301,2,Pat Dunford,Team Ireland Ceol,Haley 2,Cygnar,Edoardo Rinaldi,0,0,59,Caster Kill,Recon]
[313,2,Dorian Gordon,Team Spain Red,Haley 1,Cygnar,Kevin Maeder,0,0,30,Deathclock,Recon, 313,2,Kevin Maeder,Team France Obelix,Thagrosh 1,Legion of Everblight,Dorian Gordon,1,3,61,Deathclock,Recon]
[325,2,Andrei Isaev,Team Latvia,Sloan 1,Cygnar,Pierre Arnauld de Seze Connetable,0,3,49,Scenario,Recon, 325,2,Pierre Arnauld de Seze Connetable,Team France Asterix,vHarkevich 1 ,Khador,Andrei Isaev,1,5,61,Scenario,Recon]
[331,2,Dom Leedham,Team England Lions,Caine 2,Cygnar,Piotr Gotowiec,0,0,0,Caster Kill,Recon, 331,2,Piotr Gotowiec,Team Poland Storks,Irusk 2,Khador,Dom Leedham,0,1,49,Caster Kill,Recon]
[333,2,Adam Szymanski,Team Poland Storks,Stryker 2,Cygnar,Brett Wilkie,0,2,22,Scenario,Recon, 333,2,Brett Wilkie,Team England Lions,Baldur 2 ,Circle Orboros,Adam Szymanski,1,5,95,Scenario,Recon]
[335,2,Andrzej Reszelski,Team Poland Storks,Severius 2,Protectorate of Menoth,Nathan Hoole,0,2,68,Deathclock,Recon, 335,2,Nathan Hoole,Team England Lions,Siege 1,Cygnar,Andrzej Reszelski,1,3,60,Deathclock,Recon]
[339,2,Jakub Irzyk,Team Poland Wisents,Stryker 2,Cygnar,Paul de Geus,1,5,55,Scenario,Recon, 339,2,Paul de Geus,Team Netherlands Van Gogh,Lylyth 3,Legion of Everblight,Jakub Irzyk,0,0,10,Scenario,Recon]
[344,2,Jun Chan,Team England Roses,Vyros 2,Retribution of Scyrah,Olov Winroth,1,5,100,Scenario,Recon, 344,2,Olov Winroth,Team Sweden Nobel,Haley 2,Cygnar,Jun Chan,0,1,34,Scenario,Recon]
[347,3,Trevor Attridge,Team USA White,Haley 2,Cygnar,William Cruickshanks,1,0,94,Caster Kill,Outlast, 347,3,William Cruickshanks,Team Scotland Irn,Lucant 1,Convergence of Cyriss,Trevor Attridge,0,3,33,Caster Kill,Outlast]
[349,3,Alasdair Johnstone,Team Scotland Irn,Haley 2,Cygnar,Michael Ireland,1,2,63,Caster Kill,Outlast, 349,3,Michael Ireland,Team USA White,Ossyan 1,Retribution of Scyrah,Alasdair Johnstone,0,0,16,Caster Kill,Outlast]
[357,3,Ian Campbell,Team Scotland Bru,Wurmwood 1,Circle Orboros,Olov Winroth,0,3,50,Caster Kill,Outlast, 357,3,Olov Winroth,Team Sweden Nobel,Haley 3,Cygnar,Ian Campbell,1,1,82,Caster Kill,Outlast]
[361,3,Martin Florian,Team Austria Apfelstrudel,Butcher 3,Khador,Vincenzo Rotondo,0,2,48,Caster Kill,Outlast, 361,3,Vincenzo Rotondo,Team Italy Leonardo,Caine 2,Cygnar,Martin Florian,1,1,87,Caster Kill,Outlast]
[362,3,Alexander Grob,Team Austria Apfelstrudel,Caine 2,Cygnar,Diego Moruzzo,0,0,18,Caster Kill,Outlast, 362,3,Diego Moruzzo,Team Italy Leonardo,Madrak 2,Trollblood,Alexander Grob,1,1,67,Caster Kill,Outlast]
[369,3,Fraser Phillips,Team Middle East,Caine 2,Cygnar,Terry Slade,0,0,16,Caster Kill,Outlast, 369,3,Terry Slade,Team Wales Dant,Vayl 2,Legion of Everblight,Fraser Phillips,1,0,57,Caster Kill,Outlast]
[372,3, Moritz Schwank,Team Switzerland Cheese,Butcher 1,Khador,Billy Robin,0,0,63,Scenario,Outlast, 372,3,Billy Robin,Team USA Red,Caine 2,Cygnar, Moritz Schwank,1,5,83,Scenario,Outlast]
[376,3,Enrique Sanchez,Team UAE,Haley 2,Cygnar,Javier Sanchez,0,4,76,Caster Kill,Outlast, 376,3,Javier Sanchez,Team Spain Red,Vladimir 1,Khador,Enrique Sanchez,1,0,98,Caster Kill,Outlast]
[377,3,Dorian Gordon,Team Spain Red,Haley 1,Cygnar,nathan bosa,1,5,70,Caster Kill,Outlast, 377,3,nathan bosa,Team UAE,Deneghra 1,Cryx,Dorian Gordon,0,0,9,Caster Kill,Outlast]
[392,3,Giaccomo Mader,Team Switzerland Chocolate,Haley 2,Cygnar,Teppo Aro,0,0,29,Caster Kill,Outlast, 392,3,Teppo Aro,Team Finland Ilmarinen,Nemo 3,Cygnar,Giaccomo Mader,1,1,68,Caster Kill,Outlast]
[398,3,Alexander Loginov,Team Russia Desmans,Haley 3,Cygnar,Gard Andresen,0,0,21,Caster Kill,Outlast, 398,3,Gard Andresen,Team Norway Red,Ossyan 1,Retribution of Scyrah,Alexander Loginov,1,3,51,Caster Kill,Outlast]
[399,3,Jarle Svendsrud,Team Norway Red,Haley 2,Cygnar,Konstantin Kruchinin,1,2,78,Caster Kill,Outlast, 399,3,Konstantin Kruchinin,Team Russia Desmans,Haley 2,Cygnar,Jarle Svendsrud,0,0,3,Caster Kill,Outlast]
[406,3,Rudolf Edlmayer,Team Hungary,Nemo 1,Cygnar,Tim Bossuyt,1,5,81,Scenario,Outlast, 406,3,Tim Bossuyt,Team Belgium Victorious Secret,Skarre 2,Cryx,Rudolf Edlmayer,0,0,46,Scenario,Outlast]
[418,3,Paulo Morais,Team Portugal Prime,Haley 2,Cygnar,Vojtech Medonos,0,4,43,Scenario,Outlast, 418,3,Vojtech Medonos,Team Czech Republic White,Doomshaper 2,Trollblood,Paulo Morais,1,5,22,Scenario,Outlast]
[419,3,Joao Morais,Team Portugal Prime,Rasheth 1,Skorne,Josef Skladanka,1,5,83,Scenario,Outlast, 419,3,Josef Skladanka,Team Czech Republic White,Haley 3,Cygnar,Joao Morais,0,3,28,Scenario,Outlast]
[422,3,Jamie Cooke-Rogers,Team England Knights,Lylyth 3,Legion of Everblight,Pat Dunford,0,1,32,Caster Kill,Outlast, 422,3,Pat Dunford,Team Ireland Ceol,Caine 2,Cygnar,Jamie Cooke-Rogers,1,3,106,Caster Kill,Outlast]
[433,3,David Potts,Team Australia Koala,Xerxis 1,Skorne,Jakub Irzyk,0,0,20,Caster Kill,Outlast, 433,3,Jakub Irzyk,Team Poland Wisents,Stryker 2,Cygnar,David Potts,1,0,56,Caster Kill,Outlast]
[435,3,Artur Rietz,Team Poland Wisents,Wurmwood 1,Circle Orboros,Josh Bates,1,5,42,Scenario,Outlast, 435,3,Josh Bates,Team Australia Koala,Caine 2,Cygnar,Artur Rietz,0,4,88,Scenario,Outlast]
[447,3,Adam Szymanski,Team Poland Storks,Stryker 1,Cygnar,Adrian Ramos,1,5,45,Scenario,Outlast, 447,3,Adrian Ramos,Team Spain Rogue,Directrix 1,Convergence of Cyriss,Adam Szymanski,0,1,20,Scenario,Outlast]
[448,3,Josep Ra?l L?pez,Team Spain Rogue,Caine 2,Cygnar,Piotr Gotowiec,1,5,60,Scenario,Outlast, 448,3,Piotr Gotowiec,Team Poland Storks,Irusk 2,Khador,Josep Ra?l L?pez,0,2,47,Scenario,Outlast]
[451,3,Jason Mcleod,Team China Egg Roll,Carver 1,Minions,Wout Maerschalck,0,1,5,Caster Kill,Outlast, 451,3,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,Cygnar,Jason Mcleod,1,0,101,Caster Kill,Outlast]
[453,3,Chen Ge,Team China Egg Roll,High Reclaimer 1,Protectorate of Menoth,Tommy Geuns,0,3,78,Deathclock,Outlast, 453,3,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,Cygnar,Chen Ge,1,2,44,Deathclock,Outlast]
[463,3,Dustin Mcwhirter,Team Canada Moose,Haley 1 ,Cygnar,Wei Jin,1,5,57,Scenario,Outlast, 463,3,Wei Jin,Team China Baizen,Karchev 1,Khador,Dustin Mcwhirter,0,0,18,Scenario,Outlast]
[467,3,Andrei Isaev,Team Latvia,Caine 2,Cygnar,Tero Sarkijarvi,0,0,52,Deathclock,Outlast, 467,3,Tero Sarkijarvi,Team Finland V?in?m?inen,Goreshade 1,Cryx,Andrei Isaev,1,1,64,Deathclock,Outlast]
[469,3,Jaakko Uusitupa,Team Finland V?in?m?inen,Haley 1,Cygnar,Sergei Lakissov,0,4,86,Scenario,Outlast, 469,3,Sergei Lakissov,Team Latvia,Thexus 1,Mercenaries,Jaakko Uusitupa,1,5,68,Scenario,Outlast]
[474,3,Fredrik Rab?n,Team Sweden Bofors,Haley 3,Cygnar,Tom Guan,0,0,13,Scenario,Outlast, 474,3,Tom Guan,Team Australia Echidna ,Wurmwood 1,Circle Orboros,Fredrik Rab?n,1,5,25,Scenario,Outlast]
[477,3,Daniel Porter,Team Ireland Craic,Haley 2,Cygnar,Ian Alderdice,1,5,71,Scenario,Outlast, 477,3,Ian Alderdice,Team Northern Ireland,Arkadius 1,Minions,Daniel Porter,0,0,18,Scenario,Outlast]
[481,3,Marco Elitropi,Team Italy Michaelangelo, Severius 2,Protectorate of Menoth,Nathan Hoole,1,0,58,Caster Kill,Outlast, 481,3,Nathan Hoole,Team England Lions,Siege 1,Cygnar,Marco Elitropi,0,0,1,Caster Kill,Outlast]
[482,3,Ben diBosdari,Team England Lions,Directrix 1,Convergence of Cyriss,Edoardo Rinaldi,0,0,22,Scenario,Outlast, 482,3,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,Cygnar,Ben diBosdari,1,5,95,Scenario,Outlast]
[483,3,Daniele Diaspro,Team Italy Michaelangelo,Vyros 2,Retribution of Scyrah,Dom Leedham,1,5,60,Scenario,Outlast, 483,3,Dom Leedham,Team England Lions,Caine 2,Cygnar,Daniele Diaspro,0,0,44,Scenario,Outlast]
[491,3,Soren,Team Denmark Jotunheim,Stryker 2,Cygnar,Spyros Karakitsos,1,5,81,Scenario,Outlast, 491,3,Spyros Karakitsos,Team Greece Epic,Witch coven 1,Cryx,Soren,0,4,57,Scenario,Outlast]
[502,3,Dmitry Khalansky,Team Russia Bears,Sloan 1,Cygnar,Tuomas Toimela,1,5,72,Scenario,Outlast, 502,3,Tuomas Toimela,Team Finland Joukahainen,Xerxis 1,Skorne,Dmitry Khalansky,0,2,24,Scenario,Outlast]
[515,3,Ben Fuzi,Team Germany Black,Sloan 1 ,Cygnar,Pierre Arnauld de Seze Connetable,0,1,40,Scenario,Outlast, 515,3,Pierre Arnauld de Seze Connetable,Team France Asterix,vHarkevich 1 ,Khador,Ben Fuzi,1,5,14,Scenario,Outlast]
[518,3,Michael Boom,Team Netherlands Vermeer,Amon 1,Protectorate of Menoth,Tomaz Kovacic,0,2,26,Caster Kill,Outlast, 518,3,Tomaz Kovacic,Team Slovenia, Caine 2,Cygnar,Michael Boom,1,5,104,Caster Kill,Outlast]
[539,4,Josep Ra?l L?pez,Team Spain Rogue,Haley 2,Cygnar,Marc Nielsen,0,2,43,Deathclock,Extraction, 539,4,Marc Nielsen,Team Denmark Asgaard,Severius 2,Protectorate of Menoth,Josep Ra?l L?pez,1,3,53,Deathclock,Extraction]
[554,4,Andy Beattie,Team Northern Ireland,Wurmwood 1,Circle Orboros,Giaccomo Mader,1,5,64,Scenario,Extraction, 554,4,Giaccomo Mader,Team Switzerland Chocolate,Haley 2,Cygnar,Andy Beattie,0,0,47,Scenario,Extraction]
[558,4,Alexis Vallalta,Team Portugal Prime,Lucant 1,Convergence of Cyriss,Dorian Gordon,0,0,37,Caster Kill,Extraction, 558,4,Dorian Gordon,Team Spain Red,Stryker 2,Cygnar,Alexis Vallalta,1,4,107,Caster Kill,Extraction]
[559,4,Javier Sanchez,Team Spain Red,Irusk 2,Khador,Paulo Morais,1,2,82,Caster Kill,Extraction, 559,4,Paulo Morais,Team Portugal Prime,Haley 2,Cygnar,Javier Sanchez,0,0,46,Caster Kill,Extraction]
[562,4,Andreas Holm,Team Sweden Nobel,Ossyan 1,Retribution of Scyrah,Trevor Attridge,0,1,21,Caster Kill,Extraction, 562,4,Trevor Attridge,Team USA White,Sloan 1,Cygnar,Andreas Holm,1,1,59,Caster Kill,Extraction]
[564,4,Olov Winroth,Team Sweden Nobel,Haley 3,Cygnar,Trevor Christensen,1,5,48,Scenario,Extraction, 564,4,Trevor Christensen,Team USA White,Makeda 2,Skorne,Olov Winroth,0,0,12,Scenario,Extraction]
